region_name,country,income,agency,channel,dac_category,fiscal_year,amt
East Asia and Oceania,Korea Republic,HIC,STATE,Enterprises,Governance,2009,35247.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Health and Population,2006,281901.0
East Asia and Oceania,Micronesia (Federated States),LMIC,DOI,Government,Governance,1992,1671025.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Infrastructure,2013,3026.0
East Asia and Oceania,Taiwan,HIC,DOD,Government,Other,1956,1370522464.0
East Asia and Oceania,Indonesia,LMIC,DOD,Government,Governance,2012,1449305.0
East Asia and Oceania,Philippines,LMIC,PC,Government,Education,2020,278144.0
East Asia and Oceania,Samoa,UMIC,USAID,Government,Humanitarian,2013,165642.0
East Asia and Oceania,Vietnam,LMIC,USAID,Enterprises,Administrative Costs,2015,117103.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Governance,2003,24899.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Administrative Costs,2018,46809.0
East Asia and Oceania,Thailand,UMIC,STATE,Government,Governance,2005,91183.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,Enterprises,Administrative Costs,2018,12486.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Administrative Costs,2017,7475.0
East Asia and Oceania,Vanuatu,LMIC,MCC,Government,Administrative Costs,2009,279926.0
East Asia and Oceania,Japan,HIC,USAID,Government,Administrative Costs,2007,10986.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Administrative Costs,2015,13069.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Health and Population,2008,92027.0
East Asia and Oceania,Mongolia,LMIC,DOD,Government,Governance,2003,1824412.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Other,2004,3814.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Other,2015,214210.0
East Asia and Oceania,Philippines,LMIC,NAVY,Government,Governance,2011,11438167.0
East Asia and Oceania,Micronesia (Federated States),LMIC,DOI,Government,Other,2017,456161.0
East Asia and Oceania,Mongolia,LMIC,MCC,Government,Other,2009,43870.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Education,2016,448725.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Administrative Costs,2019,78480.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Governance,2009,46598.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Other,2012,2792.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Administrative Costs,2018,4894.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Government,Other,2005,1177.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Agriculture,2002,15441.0
East Asia and Oceania,Vietnam,LMIC,USAID,Enterprises,Administrative Costs,2021,8608.0
East Asia and Oceania,Thailand,UMIC,TDA,Enterprises,Other,1998,3726.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Other,2016,1380138.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Health and Population,2019,352696.0
East Asia and Oceania,Burma (Myanmar),LMIC,TREAS,Government,Governance,2018,679625.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Education,2008,856711.0
East Asia and Oceania,Mongolia,LMIC,PC,Government,Health and Population,2018,184812.0
East Asia and Oceania,Philippines,LMIC,DOD,Government,Governance,2014,306017.0
East Asia and Oceania,China (P.R.C.),UMIC,FTC,Government,Economic Growth,2011,7279.0
East Asia and Oceania,Indonesia,LMIC,USAID,Multilateral,Health and Population,2013,1104281.0
East Asia and Oceania,Philippines,LMIC,DOD,Government,Governance,2006,37132429.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Health and Population,2008,8422.0
East Asia and Oceania,Papua New Guinea,LMIC,DOD,Government,Governance,1990,74500.0
East Asia and Oceania,Cambodia,LMIC,USAID,NGO,Governance,2010,78124.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,NGO,Humanitarian,2006,3796747.0
East Asia and Oceania,Laos,LMIC,STATE,NGO,Governance,2013,2103656.0
East Asia and Oceania,Malaysia,UMIC,STATE,NGO,Governance,2016,42466.0
East Asia and Oceania,Vietnam,LMIC,USAID,Enterprises,Other,2018,1004596.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Administrative Costs,2020,4364.0
East Asia and Oceania,Cambodia,LMIC,PC,Government,Education,2020,26795.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Governance,2016,1038481.0
East Asia and Oceania,Vietnam,LMIC,TDA,Enterprises,Infrastructure,2011,168593.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Governance,2021,119260.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Other,1968,25638549.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,NGO,Health and Population,2009,1178826.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Administrative Costs,2009,13405.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Infrastructure,2008,64834.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Administrative Costs,2011,21975.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Multilateral,Humanitarian,2007,243420.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,Multilateral,Humanitarian,2014,282073.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Economic Growth,2010,1060.0
East Asia and Oceania,Vietnam,LMIC,DOD,Government,Infrastructure,2016,11841583.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Economic Growth,2014,635458.0
East Asia and Oceania,Mongolia,LMIC,PC,Government,Governance,2013,8379.0
East Asia and Oceania,Philippines,LMIC,AGR,NGO,Commodity Assistance,2017,3521902.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Commodity Assistance,1993,3446945.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Governance,2016,249633.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Administrative Costs,2016,3716.0
East Asia and Oceania,Cambodia,LMIC,USAID,Government,Agriculture,2016,6423.0
East Asia and Oceania,Vanuatu,LMIC,MCC,Government,Infrastructure,2011,245722.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Health and Population,2016,4041495.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Health and Population,2010,225746.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Economic Growth,2009,1768239.0
East Asia and Oceania,Mongolia,LMIC,MCC,Government,Other,2020,11557.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Administrative Costs,2010,18648.0
East Asia and Oceania,Burma (Myanmar),LMIC,STATE,Church and Faith Based,Governance,2016,668836.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Administrative Costs,2016,2697.0
East Asia and Oceania,Indonesia,LMIC,USAID,Universities and Research Institutes,Education,2014,425053.0
East Asia and Oceania,Thailand,UMIC,USAID,Enterprises,Administrative Costs,2005,7463.0
East Asia and Oceania,Cambodia,LMIC,PC,Government,Health and Population,2017,308474.0
East Asia and Oceania,China (P.R.C.),UMIC,USAID,NGO,Governance,2011,1718871.0
East Asia and Oceania,China (P.R.C.),UMIC,USAID,NGO,Health and Population,2008,459093.0
East Asia and Oceania,Cambodia,LMIC,AGR,NGO,Humanitarian,2010,829995.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Health and Population,2016,1162.0
East Asia and Oceania,Vietnam,LMIC,STATE,NGO,Governance,2017,524695.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Governance,2001,422570.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,Enterprises,Administrative Costs,2016,47255.0
East Asia and Oceania,Malaysia,UMIC,PC,Government,Other,1980,5139403.0
East Asia and Oceania,Indonesia,LMIC,USAID,Church and Faith Based,Health and Population,2016,358061.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Economic Growth,2007,127425.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,NGO,Humanitarian,2008,40623.0
East Asia and Oceania,Philippines,LMIC,AGR,NGO,Commodity Assistance,2006,3094932.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Governance,2016,271580.0
East Asia and Oceania,Vietnam,LMIC,USAID,Enterprises,Administrative Costs,2020,9489.0
East Asia and Oceania,Malaysia,UMIC,STATE,NGO,Humanitarian,2015,136900.0
East Asia and Oceania,Cambodia,LMIC,AGR,Government,Commodity Assistance,2001,945004.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Governance,2013,883425.0
East Asia and Oceania,China (P.R.C.),UMIC,PC,Government,Other,2006,1569504.0
East Asia and Oceania,Cambodia,LMIC,DOI,NGO,Other,2015,36520.0
East Asia and Oceania,Malaysia,UMIC,USAID,Government,Administrative Costs,2021,1683.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,Enterprises,Administrative Costs,2017,18786.0
East Asia and Oceania,Vanuatu,LMIC,PC,Government,Health and Population,2012,388806.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Administrative Costs,2017,1085.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Administrative Costs,2016,108051.0
East Asia and Oceania,Tuvalu,UMIC,DOD,Government,Governance,2011,11459.0
East Asia and Oceania,Burma (Myanmar),LMIC,PC,Government,Administrative Costs,2015,897229.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,NGO,Governance,2014,809612.0
East Asia and Oceania,Cambodia,LMIC,USAID,Government,Other,1973,309932760.0
East Asia and Oceania,Indonesia,LMIC,USAID,Government,Health and Population,2019,14919.0
East Asia and Oceania,Fiji,UMIC,PC,Government,Health and Population,2016,21958.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,NGO,Governance,2002,681276.0
East Asia and Oceania,Vanuatu,LMIC,DOD,Government,Governance,2010,107528.0
East Asia and Oceania,Cambodia,LMIC,PC,Government,Health and Population,2016,425724.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Health and Population,2005,7742.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Other,2008,128235.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,Enterprises,Humanitarian,2009,17832.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Administrative Costs,2012,3095.0
East Asia and Oceania,Philippines,LMIC,USAID,NGO,Health and Population,2010,116878.0
East Asia and Oceania,Philippines,LMIC,USAID,NGO,Health and Population,2019,79462.0
East Asia and Oceania,Thailand,UMIC,PC,Government,Health and Population,2013,10793.0
East Asia and Oceania,Thailand,UMIC,DOJ,Government,Governance,2008,27155.0
East Asia and Oceania,Cambodia,LMIC,USAID,NGO,Health and Population,2014,292534.0
East Asia and Oceania,Cambodia,LMIC,USAID,NGO,Health and Population,2007,3149375.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Administrative Costs,2014,22506.0
East Asia and Oceania,Indonesia,LMIC,USAID,Government,Other,1984,9178579.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Health and Population,2012,14618.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,Enterprises,Administrative Costs,2013,16754.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Health and Population,2010,1471305.0
East Asia and Oceania,Thailand,UMIC,STATE,NGO,Governance,2008,14906.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Humanitarian,2001,40144.0
East Asia and Oceania,Vietnam,LMIC,STATE,Multilateral,Other,2008,26234.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Health and Population,2016,2721622.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Administrative Costs,2011,4249.0
East Asia and Oceania,"Korea, Democratic Republic",LIC,STATE,NGO,Governance,2006,187538.0
East Asia and Oceania,Thailand,UMIC,STATE,Government,Governance,2019,1427727.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Health and Population,2016,95377.0
East Asia and Oceania,Cambodia,LMIC,USAID,Enterprises,Health and Population,2018,784.0
East Asia and Oceania,Mongolia,LMIC,USAID,Government,Administrative Costs,2010,7684.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Administrative Costs,2015,54466.0
East Asia and Oceania,China (P.R.C.),UMIC,HHS,Government,Health and Population,2011,167946.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Administrative Costs,2012,10735.0
East Asia and Oceania,Thailand,UMIC,USAID,Enterprises,Administrative Costs,2021,41261.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Governance,2003,92131.0
East Asia and Oceania,Laos,LMIC,USAID,Universities and Research Institutes,Health and Population,2021,177183.0
East Asia and Oceania,Vietnam,LMIC,STATE,NGO,Governance,1994,217586.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Other,2004,52698.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,Enterprises,Health and Population,2017,281639.0
East Asia and Oceania,Vietnam,LMIC,USAID,Government,Economic Growth,2010,23376.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Other,2010,36263.0
East Asia and Oceania,Cambodia,LMIC,USAID,Government,Administrative Costs,2018,20695.0
East Asia and Oceania,Vietnam,LMIC,USAID,NGO,Other,2014,304211.0
East Asia and Oceania,Cambodia,LMIC,USAID,NGO,Governance,2006,1470294.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Governance,2008,2982546.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Health and Population,2010,3273.0
East Asia and Oceania,Tuvalu,UMIC,USAID,Government,Humanitarian,2012,56230.0
East Asia and Oceania,Cambodia,LMIC,USAID,Government,Administrative Costs,2021,8970.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Commodity Assistance,1994,90441.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Agriculture,2007,608550.0
East Asia and Oceania,Burma (Myanmar),LMIC,DOL,Multilateral,Governance,2017,778599.0
East Asia and Oceania,Philippines,LMIC,PC,Government,Education,2019,198246.0
East Asia and Oceania,China (P.R.C.),UMIC,STATE,Enterprises,Governance,2013,633084.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Governance,2009,2853629.0
East Asia and Oceania,Cambodia,LMIC,USAID,NGO,Governance,2008,1799837.0
East Asia and Oceania,Vietnam,LMIC,USAID,Enterprises,Governance,2020,3037682.0
East Asia and Oceania,Cambodia,LMIC,USAID,Universities and Research Institutes,Health and Population,2005,2542257.0
East Asia and Oceania,Mongolia,LMIC,USAID,Government,Administrative Costs,2014,549.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Health and Population,2008,75602.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Administrative Costs,2016,72676.0
East Asia and Oceania,Philippines,LMIC,DOD,Government,Governance,2018,8600461.0
East Asia and Oceania,Philippines,LMIC,STATE,Government,Governance,2008,22657.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Health and Population,2003,4779.0
East Asia and Oceania,Timor-Leste,LMIC,AGR,Universities and Research Institutes,Agriculture,2019,49819.0
East Asia and Oceania,Korea Republic,HIC,DOD,Government,Governance,2011,40130.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Health and Population,2002,426810.0
East Asia and Oceania,Vietnam,LMIC,HHS,Universities and Research Institutes,Health and Population,2017,521566.0
East Asia and Oceania,Fiji,UMIC,PC,Government,Education,2017,232226.0
East Asia and Oceania,Vanuatu,LMIC,PC,Government,Health and Population,2020,118372.0
East Asia and Oceania,China (P.R.C.),UMIC,USAID,Enterprises,Administrative Costs,2010,72476.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Administrative Costs,2014,340866.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Other,2005,2322487.0
East Asia and Oceania,Philippines,LMIC,AF,Government,Governance,2018,61042.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Other,1957,207541124.0
East Asia and Oceania,Indonesia,LMIC,MCC,Government,Health and Population,2015,3807750.0
East Asia and Oceania,Vanuatu,LMIC,MCC,Government,Other,2011,38798.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Administrative Costs,2009,145711.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Administrative Costs,2014,135513.0
East Asia and Oceania,Indonesia,LMIC,HHS,Multilateral,Health and Population,2011,481857.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Humanitarian,2010,116878.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Health and Population,2013,4325.0
East Asia and Oceania,China (P.R.C.),UMIC,USAID,Enterprises,Health and Population,2010,13199.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Administrative Costs,2017,8334.0
East Asia and Oceania,Philippines,LMIC,USAID,Government,Governance,2010,14923.0
East Asia and Oceania,Burma (Myanmar),LMIC,USAID,Enterprises,Administrative Costs,2018,15379.0
East Asia and Oceania,Vietnam,LMIC,STATE,Government,Governance,2012,44984.0
East Asia and Oceania,Indonesia,LMIC,USAID,Universities and Research Institutes,Governance,2019,82472.0
East Asia and Oceania,Thailand,UMIC,TDA,Enterprises,Infrastructure,2002,3466.0
East Asia and Oceania,Vietnam,LMIC,DOE,Government,Infrastructure,2007,1457708.0
East Asia and Oceania,Laos,LMIC,USAID,Multilateral,Health and Population,2018,6001.0
East Asia and Oceania,China (P.R.C.),UMIC,USAID,Enterprises,Governance,2008,12065.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Health and Population,2013,467111.0
East Asia and Oceania,Thailand,UMIC,STATE,Government,Governance,2018,86382.0
East Asia and Oceania,Vietnam,LMIC,STATE,Government,Governance,2012,16392.0
East Asia and Oceania,Philippines,LMIC,ARMY,Government,Governance,2016,250017.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,NGO,Health and Population,2009,244342.0
East Asia and Oceania,Timor-Leste,LMIC,USAID,Enterprises,Governance,2021,905111.0
East Asia and Oceania,China (P.R.C.),UMIC,STATE,NGO,Governance,2008,64392.0
East Asia and Oceania,Thailand,UMIC,STATE,NGO,Governance,2015,32131.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Governance,2006,2260002.0
East Asia and Oceania,Philippines,LMIC,USAID,NGO,Health and Population,2013,1325137.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Humanitarian,2007,1411.0
East Asia and Oceania,Cambodia,LMIC,USAID,NGO,Health and Population,2007,194585.0
East Asia and Oceania,Marshall Islands,UMIC,DOI,Government,Other,2015,249075.0
East Asia and Oceania,Cambodia,LMIC,DOD,Government,Governance,2010,115709.0
East Asia and Oceania,China (P.R.C.),UMIC,USAID,Enterprises,Administrative Costs,2011,54126.0
East Asia and Oceania,Indonesia,LMIC,USAID,Enterprises,Governance,2007,8421.0
East Asia and Oceania,Marshall Islands,UMIC,DOI,Government,Other,2020,142569.0
East Asia and Oceania,Indonesia,LMIC,STATE,Government,Governance,2018,7139.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Health and Population,2011,41792.0
East Asia and Oceania,Laos,LMIC,USAID,Government,Other,1956,355254437.0
East Asia and Oceania,Philippines,LMIC,USAID,Enterprises,Health and Population,2012,134770.0
East Asia and Oceania,Indonesia,LMIC,USAID,NGO,Governance,2003,862439.0
